id,text_raw,text_clean
2208,"I never watched a 50 min vid in my life on YT but jon is like watching steph, jordan, tiger, kobe etc.. Its the same reason manufactures always use Black carbon graphite in high-performance equipment. From the military to the consumer... Its why judges wear black and why you wear black at your graduation.  Its the norm in achievement and supremacy.  Black carbon in biology is NEURO-MELANIN.  Just a little set back since the great pyramid. Playing 'catch up' and 'get back' now!",i never watched a 50 min vid in my life on yt but jon is like watching steph  jordan  tiger  kobe etc  its the same reason manufactures always use black carbon graphite in high performance equipment  from the military to the consumer  its why judges wear black and why you wear black at your graduation   its the norm in achievement and supremacy   black carbon in biology is neuro melanin   just a little set back since the great pyramid  playing  catch up  and  get back  now
2209,"So Jones admits he's a scared little bitch. Yet he's the dirtiest fighter in MMA, while claiming that a man who hasn't fought the champion, who just so happens to be champ. That he's not a championship fighter, so defend the title against him and prove you're not a bitch! But Jones won't do it because he's terrified!",so jones admits he s a scared little bitch  yet he s the dirtiest fighter in mma  while claiming that a man who hasn t fought the champion  who just so happens to be champ  that he s not a championship fighter  so defend the title against him and prove you re not a bitch  but jones won t do it because he s terrified
2210,Terrorist organizations sponsor khabib,terrorist organizations sponsor khabib
2211,Nah then that should’ve happened between Condit-GSP and Lesnar-Mir,nah then that should ve happened between condit gsp and lesnar mir
2212,I think he new what was going on,i think he new what was going on
2213,🐐,🐐
2214,He’s MMA’s ultimate tragic tale. This shit won’t end well for Jon.,he s mma s ultimate tragic tale  this shit won t end well for jon
2215,Fucking humble,fucking humble
2216,You don’t need Derek is prove he’s cheating he’s been tested and failed,you don t need derek is prove he s cheating he s been tested and failed
2217,I thought Dana announced Jones was fighting “aghhhhh” soon wth is this?!?!,i thought dana announced jones was fighting  aghhhhh  soon wth is this
2218,FOH!!!! Live it up my guy. People hate to see the black man enjoying life. Best fighter ever right here!!!,foh  live it up my guy  people hate to see the black man enjoying life  best fighter ever right here
2219,Tom aspinall animo 👊😎,tom aspinall animo 👊😎
2220,I don't know anything about boxing or kick boxing or wrestling but this breaks my heart. His trainer believed in him when he didn't believe in himself,i don t know anything about boxing or kick boxing or wrestling but this breaks my heart  his trainer believed in him when he didn t believe in himself
2221,Watch how all the Tom riders abandon him when he fights all the trash at heavyweight for the next couple years,watch how all the tom riders abandon him when he fights all the trash at heavyweight for the next couple years
2222,"This week we learned from Stipe and Tyson that if you old, u will lose the fight hundred percent. No matter how good u was. If u old, stay at home.",this week we learned from stipe and tyson that if you old  u will lose the fight hundred percent  no matter how good u was  if u old  stay at home
2223,Why does this guy have a hairline that is messed up,why does this guy have a hairline that is messed up
2224,"""Ya but here's the thing about Jon Jones""",ya but here s the thing about jon jones
2225,He did worse. He made you cry on national television.,he did worse  he made you cry on national television
2226,Jon Jones would pick him apart. This has nothing to do with him being scared. This has more to do with people. That desperately want to see him lose.,jon jones would pick him apart  this has nothing to do with him being scared  this has more to do with people  that desperately want to see him lose
2227,Dana hopes 😂😂😂😂,dana hopes 😂😂😂😂
2228,Jones really has made the UFC and Dana look like chumps.,jones really has made the ufc and dana look like chumps
2229,LOL - is this AI?! Jesus....,lol   is this ai  jesus
2230,Beards make you look so much more menacing.,beards make you look so much more menacing
2231,is this AI?😂,is this ai 😂
2232,Esau the natural born quitter😒,esau the natural born quitter😒
2233,Какие люди - легенды!!!❤,какие люди   легенды ❤
2234,All this shit he talking to get ragdolled like a child in the first round and all the casuals will be back on jones dick.,all this shit he talking to get ragdolled like a child in the first round and all the casuals will be back on jones dick
2235,So are we all gonna ignore how many times DC poked Stipe's eyes during the previous fights and only talk about the one time stipe poked DC by accident??? Never knew DC was a such a cry baby and a pathetic loser to whine about this. What a shame.,so are we all gonna ignore how many times dc poked stipe s eyes during the previous fights and only talk about the one time stipe poked dc by accident  never knew dc was a such a cry baby and a pathetic loser to whine about this  what a shame
2236,Seems like they had a bunch of questions piled up about something he doesn’t wanna talk about…. It happens all the time,seems like they had a bunch of questions piled up about something he doesn t wanna talk about  it happens all the time
2237,He’s a fan,he s a fan
2238,They knew nobody was gonna buy this later on lol,they knew nobody was gonna buy this later on lol
2239,Retire already.,retire already
2240,I want him to fight both and nganou before he retires if he wins all 3 he will forever be the goat otherwise. His legacy will be tarnished,i want him to fight both and nganou before he retires if he wins all 3 he will forever be the goat otherwise  his legacy will be tarnished
2241,Should be in hallf of fame,should be in hallf of fame
2242,Wow he aged like milk... wth 🤭,wow he aged like milk  wth 🤭
2243,Tom is annoying,tom is annoying
2244,Punk trying to make a name.,punk trying to make a name
2245,Who is thatt??,who is thatt
2246,"there is no doubt that jone bone jones is one of the GOATs in MMA, he has made a name for himself in this tough sport and he is successful. all respect for a jone bone jones 💪💪💪",there is no doubt that jone bone jones is one of the goats in mma  he has made a name for himself in this tough sport and he is successful  all respect for a jone bone jones 💪💪💪
2247,"Still undefeated, undisputed, chaellll",still undefeated  undisputed  chaellll
2248,Micoic threw the fight just like Tyson,micoic threw the fight just like tyson
2249,"Aspinal has giver Jon Jones and aversion to an entire accent.

Damn lol.","aspinal has giver jon jones and aversion to an entire accent 

damn lol"
2250,Una dama GANA CON LAS UÑAS,una dama gana con las uñas
2251,ufc is trash,ufc is trash
2252,A 🤡 saluting a 🤡,a 🤡 saluting a 🤡
2253,Все знают кто на самом деле забрал этот бой. Лысый не хочет это признать.,все знают кто на самом деле забрал этот бой  лысый не хочет это признать
